index,text,old_label,new_label,reason
12800,ditambahin menu chat sama customer service dong biar enak kalau komplain bisa langsung chat dan banyak mitra go food di harkulnas ini buruk masa harga berubah dan yang disuguhkan ke kami jauh dari ekspektasi contoh mie aceh dagingnya cuma potong kecil kecil semoga jauh lebih baik dan lebih maju,positive,neutral,Mixed sentiment detected
12856,saya menggunakan gojek utk dompet digital sudah sejak beberapa tahun lalu dan sudah upgrade ke gopay plus sudah atau tahunan lalu selama ini utk transaksi transfer ke bank ataupun belanja digital oke saja walaupun terkadang ada sedikit kendala tapi itu tidak apa tapi hari ini saya mau transfer ke bank situasi penting banget aplikasi menolak dengan penjelasan spy upgrade dulu ke gopay plus maksudnya apa dan parahnya lagi setelah beberapa kali di upgrade dengan foto e ktp gagal trus,negative,neutral,Mixed sentiment detected
12898,aplikasi yang sangat membantu aktivitas terimakasih cuma saran aja jangan terlalu mahallainnya oke,positive,neutral,Mixed sentiment detected
12900,tolong dong dihilangkan sistem pengemudi prioritas dan diblok saja aplikasi fake gps karena kadang waktu pesan gocar suka nunggu kelamaan njemputnya padahal pengemudi yang terdekat banyak tapi mlh dapetnya pengemudi yang jauh,positive,neutral,Mixed sentiment detected
12962,hai kenapa gojek gitu yaa aku kan mau mesan grab food minuman kesukaan aku nah pas aku mau pencet tombol pesan itu malah ada tulisan pengemudi nya lagi sepi di deket resto padahal aku rela nunggu lambat soalnya aku pengen banget minum itu tapi ya gitu tidak ada pengemudi mohon maaf klo tidak sopan,negative,neutral,Mixed sentiment detected
12978,saya ingin sheer pengalaman dalam mengunakan aplikasi ini yang tidakmenyenangkan sebagai masukan beberapa kali saya pesan go car gojek melalui aplikasi ini pesanan saya langsung di input bahkan pengemudi teleponchat ke saya menanyakan alamat saya namun beberapa saat saya tunggu dia malah membatalkan pesanan saya begitu saja tanpa ada kejelasan jadi saya mohon pada pihak manajemen untuk memberi sanksimenindak tegas atas perbuatan oknum tersebut karena ini bisa berimbas ke pihak gojek wassalam,positive,neutral,Mixed sentiment detected
13011,sebenarnya gojek sangat membantu tapi kadang pengemudi nya itu kayak sesuka suka nya sendiri ini pengalaman saya jadi saya pesen go food dan titik pengemudi sama restoran agak jauh sudah menit pengemudi tidak menghubungi saya dan titik nya tidak berubah saya sudah hubungi pengemudi tidak ada balasan tolong lebih di tingkatkan lagi untuk mitranya terima kasih,positive,neutral,Mixed sentiment detected
13040,sangat mengecewakan sekali padahal saya sering pakai aplikasi ini dan saya suka tapi tiba tiba tidak bisa melakukan pemesanan permintaan selalu ditolak saya cba telpon customer tapi jawabannya malah suruh ganti perangkathp padahal pake grab bisa tidak bermasalah daripada ganti hp ny ya lebih baik ganti aplikasi lah gmna sungguh kecewa,negative,neutral,Mixed sentiment detected
13049,pertama gunakan aplikasi gofood luar biasa pelayanan yang cepat tapi map nya sangat buruk setelah saya evaluasi akurasi hanya suka jauh meleset setelah di save peta nya sungguh buruk,positive,neutral,Mixed sentiment detected
13068,maaf ya aku kasih bintang soalnya salah satu dari pengemudi gojek ada yang tidak sopan bicaranya bahkan sampai mengeluar kan kalimat kasar kesaya barusan cuman karena saya kasih rute lewat jalur belakang agar aman dari kendaraan besar dijam malam malam seperti ini saran aku lebih baik banyak banyakin sabar ucapan juga tolong dijaga jangan ngebut ngebutan karena keselamatan lebih utama dari pada kecepatan dan semoga bisa tetep ramah sama castemer lainnya,negative,neutral,Mixed sentiment detected
13151,saya kasih masukan saya telpon ke gojek habis pulsa banyak karena kelamaan prosedurnya dan asal kalian tahu sayasangat merasa di rugikan yang pertama harga di applilasi layanan gomart banyak fiskon contoh hidrococo di applikasi gomart harhanya namun saat saya chek out promonya hilang dan di alfamidi nya harga nya kalian membohongi saya penipu kalian dan saat sudah pesan saya tidak bisa membatalkan dan pengemudi tidak mau membatalkan dengan banyak alasan akhirnya saya harus,negative,neutral,Mixed sentiment detected
13161,lumayan ada perubahan pencarian pengemudi cepat tapi evaluasi lagi buat pengemudi yang suka batalin order soalnya dah nunggu lambat trus dibatalin kan kasian klo ngasi bintang tolong buat pihak gojek ditindaklanjuti yang seperti itu saya turunin bintang aplikasi,positive,neutral,Mixed sentiment detected
13178,cool si tapi gofood disini mahal mahal dan juga biasanya harga kadang kadang naikberubah selain itu semuanya bagus gojeknya cepat sampainya dan pastinya gojek itu mudah untuk dipesan,positive,neutral,Mixed sentiment detected
13257,apa nih aplikasi apaan ini saya kira gampang banget pakenya ternyata susah banget saya mau bagus up diamond saja tidak bisa aneh banget jaringan stabil kenapa saldo gopay banyak cuma bagus up ribu tidak bisa aplikasi tidak jelas ini tidak usah dipake harus beginilah begitulah menyesal saya saya peringatkan ya jangan dipakai paham,positive,neutral,Mixed sentiment detected
13279,selama saya pakai belum pernah kecewa sih rekomendasi bgt cuma waktu jemput dan respon pengemudi kadang lambat selebihnya oke,negative,neutral,Mixed sentiment detected
13290,sangat amat berguna buat saya yang kesekolah tidak ada yang anter tapi kadang suka bikin kesal babang gojek nya sudah nunggu lambat eh di cancel tapi ttp saja masih lebih baik dari pada ojek biasa karena suka ada promosi,positive,neutral,Mixed sentiment detected
13312,sangat di sayangkan makin kesini aplikasi ini semakin membuat kecewa para penggunanya membuat promo yatanya promo itu seperti jebakan akun yang awalnya sehat saja jadi sakit tidak bisa ikut menikmati promo yang di buat jujur sangat kecewa vocher tiba pd hilang otw unistal saja lah dr pd bikin sakit hati kan,neutral,negative,"Clear negative pattern, not mixed"
13319,sebenarnya klo ada problem tergantung sama drivernya dan tempat tinggal sih saya pelajar dan sering memesan go ride puji tuhan selama saya memesan go ride tidak ada problem sama drivernya justru mereka baik ramah cepat menjemputnya kemanannya juga diutamakan bahkan sering memberikan informasi tentang voucher apalagi ngasih voucher go ride tarifnya juga murah beda sama tetangga sebelah mahal buat pelajar klo kendalanya si cuma di aplikasinya krena sering error terima kasih gojek,positive,neutral,Mixed sentiment detected
13401,aku suka makan tapi mager banget kalau harus keluar dan gofood ini membantu banget sih jadi tidak susah lagi kalau mau makan makanan luar tapi susahnya kalau cari pengemudi yang deket di daerah ku sini di cepogo boyolali bahkan sering tidak ada pengemudi terdekatnya,positive,neutral,Mixed sentiment detected
13438,sudah lambat donlot tapi baru dipakainya bagus aplikasi dan responya cepat semoga maju terus pelayananya,positive,neutral,Mixed sentiment detected
13458,halo gojek saya suka melalukan pembayaran online melalui aplikasi ini tapi kenapa sekarang suka susah ya selalu eror dan saldo tidak cukup padahal saldonya ada tolong bantuannya ya,positive,neutral,Mixed sentiment detected
13485,selama menjadi pengguna aplikasi gojek saya merasa nyaman suka dan terbantu tetapi terakhir akhir ini saya merasa tidak nyaman dengan notif aplikasi gojek pinjaman paylater maaf sekali saya sangat tidak nyaman kadang takut tidak sengaja menyentuh aplikasi aktifkan paylater secara layar handphone sangat sensitif sentuhan dan ini bukan karangan atau akal akalan saya saya lebih senang dapat notif voucher promosi penunjang aplikasi gojek ke aplikasi yang lain contoh ke tokopedia alfamart dll,negative,neutral,Mixed sentiment detected
13547,tolong sistem aplikasinya di perbaiki pesanan saya di batal dengan oleh beberapa driver karena cukup lambat tidak dapat pengemudi akhirnya saya batalkan pencairan dan close aplikasi tapi kenapa aplikasinya masih melakukan pencairan driver dan baru respon stlh saya dpt pengemudi dari aplikasi maxim di update sistemnya sistem canel pesan jg harus ada saat pencairan driver jika terlalu lambat tidak dapattidak di respon padahal banyak pengemudi ngumpul di titik maka customer berhak mengcanel order,negative,neutral,Mixed sentiment detected
13573,aplikasi bagus ongkos wajar tampilan oke server bagus loading tidak lama cuman dapat pengemudi nya kenapa jauh jauh ya jaraknya kadang kasihan sama deivernya,positive,neutral,Mixed sentiment detected
13577,lucu bener padahal kita titik kan map nya untuk go ride pendek tetapi harga tetep rb karena setiap saya rubah titk nya dia pasti cari rute yang jauh biar harga tetep rb padahal satu tujuan buruk aplikasi ini sekarang lebih baik cari solusi kendaraan lain,negative,neutral,Mixed sentiment detected
13599,padahal saya pengguna lambat gojek tapi makin kesini malah makin eror suka keluar sendiri dari aplikasinya tolong dong min perbaiki ini kenapa bisa bgini,negative,neutral,Mixed sentiment detected
13631,sangat bagus tapi klo bisa yang mobil jangan terlalu mahal dong,positive,neutral,Mixed sentiment detected
13639,bagus sudah bagus tapi tolong lengkapi aplikasi dengan menu update alamat masukan dari prlanggan karena menu ubah dari map sering muncul alamatnya jadi unnamed yang sering membuat bingung petugasnya terimakasih,positive,neutral,Mixed sentiment detected
13645,tolong dong gojek aplikasinya diperbaiki masalah sinyal masa tadi saya tidak jadi memesan gojek karena lambat dapatnya tapi tiba tiba saya mesan untuk mas saya yang nerima semoga banyak rejekinya,negative,neutral,Mixed sentiment detected
13658,terus terang saya sudah nyaman banget dengan apk gojek banyak sekali membantu saya apalagi dengan layanan gopaylaternya namun ada yang sangat saya bikin kecewa dengan pemesanan baik itu dlm hal pemesanan gofood maupun pemesanan perjalan untuk mendapatkan pengemudi sangat susah sekali untuk di dapatkan sampai berulang kali dlm pemesanan dan itu yang anak saya alami juga ketika berpergian tolong dengan sangat sistem di apknya diperbaiki dan ditingktkan menjadi lebih baik lagi terimakasih,positive,neutral,Mixed sentiment detected
13674,di tingkat kan lagi apk nya semua sudah bagus cuma loading sedikit lama dan selalu bermasalah di sistem transfer gopay tingkatkan lagi,positive,neutral,Mixed sentiment detected
13685,sangat membantu tapi tolong diperhatikan lagi ketika ujan sudah reda suka susah banget dapet nya,positive,neutral,Mixed sentiment detected
13686,sekarang aplikasinya jadi agak ribet pas masuk padahal koneksi bagus tapi susah banget buat log in nomornya tidak masuk terus,negative,neutral,Mixed sentiment detected
13694,kenapa sudah bagus up tidak masuk ya sama kata temen di refresh tapi kenapa tidak bisa ya malah layar utama nya tidak kayak kemarin malah ada tulisan pilih kategori lain yuk mohon bantuan nya ya sudah lambat pakai apk gojek kenapa sekarang kayak gini,negative,neutral,Mixed sentiment detected
13699,saya beberapa kali dapat orderan alamatnya benar tapi titik mapsnya yang salah saya harus ke titik lokasinya dulu baru bisa nylesaikan orderan tolong perbaiki ini sangat mngulur waktu dan mruntuhkan semangat apalagi jakarta macet,positive,neutral,Mixed sentiment detected
13726,mulai ada perbaikan tapi masih lambat buka fiturnya,negative,neutral,Mixed sentiment detected
13731,aplikasi buruk banget pelayanannya jadi gini saya kemarin bagus up diamond ml sampai sekarang belum masuk keterangannya dalam proses sudah beberapa kali lapor tapi sampai sekarang belum ada tanggapan asu,negative,neutral,Mixed sentiment detected
13760,aplikasinya sangat membantu tp kekurangannya sering error,neutral,positive,"Clear positive pattern, not mixed"
13766,kdang suka lambat banget klo psen mkanan mau d btalin gabisa mau chat resto nya lebih gabisa,neutral,negative,"Clear negative pattern, not mixed"
13777,aplikasinya bagus bisa ngecek maupun pesan dari jarak jauh juga tapi gara di tagih bagian paylater nyocot banget nelponnya tidak bisa ber simpati dan tidak tau waktu kalau nelpon lama jadi males pake gojek,positive,neutral,Mixed sentiment detected
13827,perbaiki dong kualitas aplikasi nya tiap pesen makan di gofood nya sudah ada biaya utk aplikasi tapi tiap mau masuk aplikasi lambat banget mau transaksi pembayaran pke gopay juga lambat banget loadingnya sudah di perbarui trus pdhl,negative,neutral,Mixed sentiment detected
13923,mohon dibantu karena update gagal terus sementara jaringan internet lancar sampai saya coba reinstall malah tidak bisa di install,neutral,negative,"Clear negative pattern, not mixed"
13948,semoga sering sering ada promosi yaa gojek lumayan buat anak kos nih alhamdulillah sukses terus,neutral,positive,"Clear positive pattern, not mixed"
13964,tidak sebagus dulu nunggu pengemudi sampai setengah jam lebih banyak pengemudi terdekat tapi malah dapet yang jauh jadinya lama,negative,neutral,Mixed sentiment detected
13965,gojek sebenerny bagus banyak promosi jg tapi tidak enak kalo hujan trs mau pergi pesen gojek itu nyari pengemudi ny lamaa banget bahkan sampe harus coba lagi coba lagi sama kyk pas hujan pesen gofood nyarii driverny yang susah jadi lambat banget makanan ny nyampe apa kebanyakan ojol kp hujan pada off,negative,neutral,Mixed sentiment detected
14054,puas pake gojek dan sudah lambat pakai tapi kenapa paylater selalu di tolak padahal data saya bersih sedikit kecewa,negative,neutral,Mixed sentiment detected
14055,mohon diperbaiki lagi tingkat pelayanannya makin hari pelayanannya makin buruk mohon untuk dibuat fasilitas chat dan telepon antara custom dan driver bagi pengemudi yang melakukan kesalahan mohon untuk segera di lakukan penindakan yang tegas karena akibat kesalahan beberapa oknum tapi publik menilai semua yang melakukan kesalahan jadi saya menyampaikan ini demi kebaikan semua terimakasih,negative,neutral,Mixed sentiment detected
