content,content_clean,score,sentiment
"Knpa skrng driver sering cancel , jelek banget gojek skrng. Sy udah dua minggu ga bs pakai goride dan go grabe cz driver sering cancel dan ga prnh dapat akhirnya cr gojek pangkalan mahal dikit tp cpt dpt ojeknya tolong d perbaiki lg pr drivernya.","knpa skrng driver sering cancel , jelek banget gojek skrng. sy udah dua minggu ga bs pakai goride dan go grabe cz driver sering cancel dan ga prnh dapat akhirnya cr gojek pangkalan mahal dikit tp cpt dpt ojeknya tolong d perbaiki lg pr drivernya.",2,negative
tidak ada fitur live chat,tidak ada fitur live chat,1,negative
UI LO JLEK BNGT JING HISTORY / PROCEED ORDER NARO DIPOJOK TOLOL,ui lo jlek bngt jing history / proceed order naro dipojok tolol,1,negative
"ya mksh ,dngan ad gojek gk perlu keluar rmh lagi","ya mksh ,dngan ad gojek gk perlu keluar rmh lagi",4,positive
"lama kelamaan aplikasi gojek jadi aplikasi tolol. driver nya pada songong,belagu nolak² orderan🤬","lama kelamaan aplikasi gojek jadi aplikasi tolol. driver nya pada songong,belagu nolak² orderan🤬",1,negative
Sangat membantu perjalanan,sangat membantu perjalanan,4,positive
"mempermudah berpergian,, tapi skrng cari driver nya agak susah ,,","mempermudah berpergian,, tapi skrng cari driver nya agak susah ,,",4,positive
selama ini masih bagus semoga lebih baik lagi,selama ini masih bagus semoga lebih baik lagi,4,positive
aplikasi gacor,aplikasi gacor,1,negative
saya nunggu makanan 3 jam driver nya sibuk,saya nunggu makanan 3 jam driver nya sibuk,1,negative
Sangat jarang ada voucher atau promo untuk gofood.,sangat jarang ada voucher atau promo untuk gofood.,2,negative
bagus enak murah,bagus enak murah,5,positive
membantu Bangget,membantu bangget,4,positive
"pemakaian gopay tiba"" kepotong apk gjls g ad permintaan pin/ verifikasi lain hadeh minta pengembalian dana g dikasih","pemakaian gopay tiba"" kepotong apk gjls g ad permintaan pin/ verifikasi lain hadeh minta pengembalian dana g dikasih",1,negative
"ugal ugalan semua gojeknya, ada barang berharga malah lecet dan retak","ugal ugalan semua gojeknya, ada barang berharga malah lecet dan retak",1,negative
banyak promo,banyak promo,5,positive
I am having trouble deleting my account because I have 2 accounts.,i am having trouble deleting my account because i have 2 accounts.,4,positive
"𝘛𝘢𝘮𝘣𝘢𝘩 𝘬𝘦𝘴𝘪𝘯𝘪 𝘬𝘰𝘲 𝘫𝘢𝘥𝘪 𝘵𝘢𝘮𝘣𝘢𝘩 𝘯𝘰𝘳𝘢𝘬 𝘣𝘶𝘬𝘢𝘯𝘯𝘺𝘢 𝘵𝘢𝘮𝘣𝘢𝘩 ""𝘯𝘺𝘢𝘮𝘢𝘯"" 𝘥𝘢𝘯 ""𝘮𝘶𝘥𝘢𝘩"" 𝘤𝘰𝘯𝘵𝘰𝘩𝘯𝘺𝘢 : 𝘜𝘯𝘵𝘶𝘬 𝘳𝘦𝘴𝘵𝘰 𝘬𝘦𝘯𝘢𝘱𝘢 𝘴𝘦𝘬𝘢𝘳𝘢𝘯𝘨 𝘵𝘪𝘥𝘢𝘬 𝘣𝘪𝘴𝘢 𝘥𝘪𝘵𝘦𝘭𝘦𝘱𝘰𝘯 𝘱𝘢𝘥𝘢𝘩𝘢𝘭 𝘺𝘢𝘯𝘨 𝙠𝙚𝙡𝙪𝙖𝙧 𝙥𝙪𝙡𝙨𝙖𝘬𝘢𝘯 𝘴𝘢𝘺𝘢 𝘣𝘶𝘬𝘢𝘯 𝘨𝘰𝘧𝘰𝘰𝘥 𝘢𝘯𝘥 𝘳𝘦𝘴𝘵𝘰 𝘵𝘴𝘣. 𝘚𝘶𝘥𝘢𝘩 𝙟𝙖𝙙𝙞 𝙠𝙚𝙗𝙞𝙖𝙨𝙖𝙖𝙣 𝘬𝘢𝘮𝘪 𝙨𝙚𝙡𝙖𝙡𝙪 𝙩𝙚𝙡𝙚𝙥𝙤𝙣 𝙧𝙚𝙨𝙩𝙤 𝙙𝙪𝙡𝙪 𝙨𝙚𝙗𝙚𝙡𝙪𝙢 𝙥𝙚𝙨𝙖𝙣 𝘣𝘦𝘨𝘪𝘵𝘶𝘱𝘶𝘯 𝘥","𝘛𝘢𝘮𝘣𝘢𝘩 𝘬𝘦𝘴𝘪𝘯𝘪 𝘬𝘰𝘲 𝘫𝘢𝘥𝘪 𝘵𝘢𝘮𝘣𝘢𝘩 𝘯𝘰𝘳𝘢𝘬 𝘣𝘶𝘬𝘢𝘯𝘯𝘺𝘢 𝘵𝘢𝘮𝘣𝘢𝘩 ""𝘯𝘺𝘢𝘮𝘢𝘯"" 𝘥𝘢𝘯 ""𝘮𝘶𝘥𝘢𝘩"" 𝘤𝘰𝘯𝘵𝘰𝘩𝘯𝘺𝘢 : 𝘜𝘯𝘵𝘶𝘬 𝘳𝘦𝘴𝘵𝘰 𝘬𝘦𝘯𝘢𝘱𝘢 𝘴𝘦𝘬𝘢𝘳𝘢𝘯𝘨 𝘵𝘪𝘥𝘢𝘬 𝘣𝘪𝘴𝘢 𝘥𝘪𝘵𝘦𝘭𝘦𝘱𝘰𝘯 𝘱𝘢𝘥𝘢𝘩𝘢𝘭 𝘺𝘢𝘯𝘨 𝙠𝙚𝙡𝙪𝙖𝙧 𝙥𝙪𝙡𝙨𝙖𝘬𝘢𝘯 𝘴𝘢𝘺𝘢 𝘣𝘶𝘬𝘢𝘯 𝘨𝘰𝘧𝘰𝘰𝘥 𝘢𝘯𝘥 𝘳𝘦𝘴𝘵𝘰 𝘵𝘴𝘣. 𝘚𝘶𝘥𝘢𝘩 𝙟𝙖𝙙𝙞 𝙠𝙚𝙗𝙞𝙖𝙨𝙖𝙖𝙣 𝘬𝘢𝘮𝘪 𝙨𝙚𝙡𝙖𝙡𝙪 𝙩𝙚𝙡𝙚𝙥𝙤𝙣 𝙧𝙚𝙨𝙩𝙤 𝙙𝙪𝙡𝙪 𝙨𝙚𝙗𝙚𝙡𝙪𝙢 𝙥𝙚𝙨𝙖𝙣 𝘣𝘦𝘨𝘪𝘵𝘶𝘱𝘶𝘯 𝘥",1,negative
Knp saya gbs upgrade k plus ya? Pdhl KTP SDH bener ga ada yang di ubah ubah. Saya udh 3 bulanan dpt KTP tpi masih belum bs jd plus?,knp saya gbs upgrade k plus ya? pdhl ktp sdh bener ga ada yang di ubah ubah. saya udh 3 bulanan dpt ktp tpi masih belum bs jd plus?,2,negative
"knpa setiap order driver nya suka lama gak gerak , entah di sengaja dari driver nya atau eror apl nya","knpa setiap order driver nya suka lama gak gerak , entah di sengaja dari driver nya atau eror apl nya",4,positive
ok sih cuma kadang driver suka nolak klu dia jauh dr titik jemput..padahal kan dia ditunjuk oleh sistem..kadang bisa 3 atau 4 kali dlm satu pemesanan kayak gitu. kita yg kejar waktu JD terlambat.,ok sih cuma kadang driver suka nolak klu dia jauh dr titik jemput..padahal kan dia ditunjuk oleh sistem..kadang bisa 3 atau 4 kali dlm satu pemesanan kayak gitu. kita yg kejar waktu jd terlambat.,4,positive
"Disuruh pake wifi atau paketan, katanya habis kuota, matamu i aku baru beli kuota tapi jaringan di gojek susah cari driver","disuruh pake wifi atau paketan, katanya habis kuota, matamu i aku baru beli kuota tapi jaringan di gojek susah cari driver",2,negative
bermanfaat banget saat dibutuhkan,bermanfaat banget saat dibutuhkan,4,positive
suka banget karna di kasi vocer terus,suka banget karna di kasi vocer terus,5,positive
gojek tetap terdepan.. SEMANGAT ALL TEAM!!!,gojek tetap terdepan.. semangat all team!!!,5,positive
Percobaan dulu,percobaan dulu,4,positive
sangat membantu dan profesional,sangat membantu dan profesional,5,positive
bravo gojek,bravo gojek,5,positive
"Tolong aplikasi ini diperbaiki lagi sistem nya, saya mau pesan makan sekitar 19 menit lagi tapi ada pemberitahuan ""refresh buat cek transaksimu"". Gimana saya mau tau pesanan saya datang kalau sudah ada masalah begitu. Tolong di perbaiki lagi😠","tolong aplikasi ini diperbaiki lagi sistem nya, saya mau pesan makan sekitar 19 menit lagi tapi ada pemberitahuan ""refresh buat cek transaksimu"". gimana saya mau tau pesanan saya datang kalau sudah ada masalah begitu. tolong di perbaiki lagi😠",2,negative
Go jek keren,go jek keren,4,positive
sinyal bagus tapi kenapa suka nge lag,sinyal bagus tapi kenapa suka nge lag,4,positive
pokoknya nyaman dan menyenangkan apalagi go food nya mantaaap,pokoknya nyaman dan menyenangkan apalagi go food nya mantaaap,5,positive
"aplikasi mengalami bug, saat dibuka tidak bisa di scroll, tidak bisa di klik. dan lagi saat ingin scroll restoran, pasti hanya loading saat terakhir dan saat ingin scroll ulang itu tidak bisa dan hanya bisa di klik. saya menggunakan wifi jadi jangan alasan jaringan saya yang eror, HP saya Xiaomi 13T jadi tidak ada alasan pada device saya. perbaiki aplikasi ini","aplikasi mengalami bug, saat dibuka tidak bisa di scroll, tidak bisa di klik. dan lagi saat ingin scroll restoran, pasti hanya loading saat terakhir dan saat ingin scroll ulang itu tidak bisa dan hanya bisa di klik. saya menggunakan wifi jadi jangan alasan jaringan saya yang eror, hp saya xiaomi 13t jadi tidak ada alasan pada device saya. perbaiki aplikasi ini",2,negative
Banyakin promo potongan harga dong,banyakin promo potongan harga dong,4,positive
Sangat praktis dan efektif,sangat praktis dan efektif,4,positive
"gofood terlalu lama untuk dibatalin, harus nunggu sejam mencari driver baru bisa di batalkan mati kelaparan lah orang nunggu driver yang gak dapat"" buat pick up makanan mending aplikasi sebelah, 12 menit gak dapat driver ya boleh batalin. Ini harus nunggu 1 jam baru bisa batalin. Parah","gofood terlalu lama untuk dibatalin, harus nunggu sejam mencari driver baru bisa di batalkan mati kelaparan lah orang nunggu driver yang gak dapat"" buat pick up makanan mending aplikasi sebelah, 12 menit gak dapat driver ya boleh batalin. ini harus nunggu 1 jam baru bisa batalin. parah",1,negative
Sering salah tempat.,sering salah tempat.,1,negative
Bagus dan cepat,bagus dan cepat,5,positive
"Hampir sama seperti tokopedia, awalnya bagus, namun banyak perubahan biaya yang jadi lebih mahal, terlihat driver membutuhkan uang lebih, biasanya jika saya membayar murah, maka makanan saya tidak diantar karena tidak mendapatkan driver, itupun sudah 3×, dan biaya pengiriman yang tambah mahal, maaf untuk Value For Money, Shopee Food, dan Grab masih lebih baik, maka mohon untuk diperbaiki","hampir sama seperti tokopedia, awalnya bagus, namun banyak perubahan biaya yang jadi lebih mahal, terlihat driver membutuhkan uang lebih, biasanya jika saya membayar murah, maka makanan saya tidak diantar karena tidak mendapatkan driver, itupun sudah 3×, dan biaya pengiriman yang tambah mahal, maaf untuk value for money, shopee food, dan grab masih lebih baik, maka mohon untuk diperbaiki",2,negative
aman dan terpercaya,aman dan terpercaya,4,positive
"Bgs,dan cepat","bgs,dan cepat",4,positive
Helpfull🫶🫶🫶,helpfull🫶🫶🫶,5,positive
"tapi kenapa gojek ny selalu kasih rating jlek ke saya , padahal saya memakai golek sudah hampir 7 tahun walau suka ganti2 akun. saya ngasih rating ke golek selalu bagus pdhl. nyebelin pegawai gojek ny... tau gt gk aku kasih bintang","tapi kenapa gojek ny selalu kasih rating jlek ke saya , padahal saya memakai golek sudah hampir 7 tahun walau suka ganti2 akun. saya ngasih rating ke golek selalu bagus pdhl. nyebelin pegawai gojek ny... tau gt gk aku kasih bintang",4,positive
baik bgt drivernye,baik bgt drivernye,5,positive
bagus kerjanya,bagus kerjanya,5,positive
"Suami saya pesan gojek buat anak, tapi begitu dapat gojek ko tiba-tiba gojek sudah sampai dan tombol batal sudah gak bisa dipencet (kayak yang udah ketemu gojek dan udah naik). Padahal liat gojeknya di aplikasi masih jauh ke tempat penjemputan, gak gerak sama sekali. Gimana kalo anak saya gak jadi naik gojek, jadinya dibonceng sama temannya yang pulang 1 arah dan pembayarannya pake gopay? Tolong pihak aplikator diperbaiki dan di tindak lanjuti","suami saya pesan gojek buat anak, tapi begitu dapat gojek ko tiba-tiba gojek sudah sampai dan tombol batal sudah gak bisa dipencet (kayak yang udah ketemu gojek dan udah naik). padahal liat gojeknya di aplikasi masih jauh ke tempat penjemputan, gak gerak sama sekali. gimana kalo anak saya gak jadi naik gojek, jadinya dibonceng sama temannya yang pulang 1 arah dan pembayarannya pake gopay? tolong pihak aplikator diperbaiki dan di tindak lanjuti",1,negative
"apk sngt tdk bgus pesn cpt tp gk dpt"" bikn nunggu lama","apk sngt tdk bgus pesn cpt tp gk dpt"" bikn nunggu lama",1,negative
"sudah sejam nunggu pesanan, resto sudah siapin makanan, tiba2 dibatalkan alasan restoran tutup","sudah sejam nunggu pesanan, resto sudah siapin makanan, tiba2 dibatalkan alasan restoran tutup",1,negative
kenapa sering di batalkan oleh driver kecewa,kenapa sering di batalkan oleh driver kecewa,1,negative
baik baik dan ramah dan hati hati. drivernya.,baik baik dan ramah dan hati hati. drivernya.,5,positive
sangat membantu sekali gojek mantap,sangat membantu sekali gojek mantap,5,positive
Karena ada promo hemat bisa buat orderan sendiri😭😭🥲 Saya sudah buat sekali. Terus booking sendiri orderannya 4x lagi😭😭😭,karena ada promo hemat bisa buat orderan sendiri😭😭🥲 saya sudah buat sekali. terus booking sendiri orderannya 4x lagi😭😭😭,4,positive
Mau coba dlo,mau coba dlo,2,negative
aplikasi nya kenapa sering blank ya ga bisa di klik.. apa aq doank yg ngerasain,aplikasi nya kenapa sering blank ya ga bisa di klik.. apa aq doank yg ngerasain,4,positive
"buruk sekali,pembelian lama","buruk sekali,pembelian lama",1,negative
saya suka menu makananaya sama pelayanan cepat,saya suka menu makananaya sama pelayanan cepat,4,positive
makin ga jelas.. arahin drivernya yg bener. malah di kasih muter.. kasian.. sudah2 muter2 malah di cancel costumer.,makin ga jelas.. arahin drivernya yg bener. malah di kasih muter.. kasian.. sudah2 muter2 malah di cancel costumer.,2,negative
go food ga jelas.. masa ongkir yang jauh malah murah terus yg lokasinya deket lebih mahal.. tolonglah percuma langganan terus tapi update nya ga jelas gini,go food ga jelas.. masa ongkir yang jauh malah murah terus yg lokasinya deket lebih mahal.. tolonglah percuma langganan terus tapi update nya ga jelas gini,2,negative
sitem pelayanan makin ga jelas,sitem pelayanan makin ga jelas,1,negative
"driver cepat sampai, tapi makin sering dipakai makin mahaalll","driver cepat sampai, tapi makin sering dipakai makin mahaalll",4,positive
"sangat mudah, efisien, dan memudahkan dalam transportasi","sangat mudah, efisien, dan memudahkan dalam transportasi",5,positive
Tidak ada pembeda makanan Halal/haram disini.. yg muslim hati2,tidak ada pembeda makanan halal/haram disini.. yg muslim hati2,2,negative
Gojek semakin mantap,gojek semakin mantap,5,positive
aplikasi nya udh bagus tapi saya kasih bintang 4 dulu ya kalau banyak promo nya saya kasih bintang 5 ☺️,aplikasi nya udh bagus tapi saya kasih bintang 4 dulu ya kalau banyak promo nya saya kasih bintang 5 ☺️,4,positive
"gojek lama bikin telat stasiun saja cancel 2x di apk berbeda, liat maps orangnya stuck di situ aja, di tlp tidak angkat di cht tidak bales atas nama subahri, nopol AG1239RE tolong ya ini saya ketinggalan kreta","gojek lama bikin telat stasiun saja cancel 2x di apk berbeda, liat maps orangnya stuck di situ aja, di tlp tidak angkat di cht tidak bales atas nama subahri, nopol ag1239re tolong ya ini saya ketinggalan kreta",1,negative
Driver sekarang Sombong-sombong. orderan dekat sengaja gak diambil dengan cara mutar sampai jauh supaya costumer yang cancel.,driver sekarang sombong-sombong. orderan dekat sengaja gak diambil dengan cara mutar sampai jauh supaya costumer yang cancel.,1,negative
"Tidak bisa diandalkan saat hujan, selalu nyangkut sama driver yang jauh jauh.... Pencarian driver pun lama sekali saat hujan","tidak bisa diandalkan saat hujan, selalu nyangkut sama driver yang jauh jauh.... pencarian driver pun lama sekali saat hujan",2,negative
"sering order goofod kalo lagi mager,dan biasanya ada promo ongkir","sering order goofod kalo lagi mager,dan biasanya ada promo ongkir",5,positive
"penjemputan penumpang terlalu lama dan jauh jauh, saya sering cancel karena lama menunggu beda jauh sama grab ... penjemputan dekat dekat nunggu sebentar udah sampai driver nya, tolong dibenahi kalau bisa penjemputan penumpang dan penjemputan barang dan penjemputan makanan driver nya yg dekat bisa langsung connect, ada driver dekat malah yang jauh dapat... penjemputan driver rata2 paling Deket 2,2km -4,1 Km kejauhan nunggu nya lama. kalau di grab rata2, 300 meter paling jauh cuma 1,9 km.","penjemputan penumpang terlalu lama dan jauh jauh, saya sering cancel karena lama menunggu beda jauh sama grab ... penjemputan dekat dekat nunggu sebentar udah sampai driver nya, tolong dibenahi kalau bisa penjemputan penumpang dan penjemputan barang dan penjemputan makanan driver nya yg dekat bisa langsung connect, ada driver dekat malah yang jauh dapat... penjemputan driver rata2 paling deket 2,2km -4,1 km kejauhan nunggu nya lama. kalau di grab rata2, 300 meter paling jauh cuma 1,9 km.",1,negative
"makasih ya buat kurangnya diskon, sering sering kurangin diskonnya","makasih ya buat kurangnya diskon, sering sering kurangin diskonnya",2,negative
ngelag gajelas suka gabisa ganti akun gabisa pake paylater gabisa pake gopay pinjam emang babi kau ni ya,ngelag gajelas suka gabisa ganti akun gabisa pake paylater gabisa pake gopay pinjam emang babi kau ni ya,1,negative
"aplikasinya uda okey,cuma wktu mesen gojek rute drivernya ga gerak nunggu juga lama bgd dan ini sudah sering terjadi","aplikasinya uda okey,cuma wktu mesen gojek rute drivernya ga gerak nunggu juga lama bgd dan ini sudah sering terjadi",2,negative
LAMAA BANGET NYARI DRIVERNYA GAK NGOTAK NUNGGU SEJAM AN,lamaa banget nyari drivernya gak ngotak nunggu sejam an,2,negative
"driver yg dekat aja banyak kenapa slalu di kasih yg jauh, ifisiensi waktunya jelek bgt","driver yg dekat aja banyak kenapa slalu di kasih yg jauh, ifisiensi waktunya jelek bgt",1,negative
"Makasih Gojek , masalah dengan gopaylater sudah terselesaikan , jadi saya bisa belanja lagi pakai gopaylater .","makasih gojek , masalah dengan gopaylater sudah terselesaikan , jadi saya bisa belanja lagi pakai gopaylater .",5,positive
