original_index,text,current_label,reason,confidence,pos_keywords,neg_keywords,suggested_label,notes
5142,jujur saja secara uiux enak yang lama tampilan menu langsung di depan jadi tidak perlu cari cari mana gosend mana go yang lain tampilan yang sekarang kebanyakan konten kesannya kaya sosmed saya pribadi butuh kemudahan fiturnya bukan kontennya konten di sosmed sudah ada ngapain di sini ada lagi usul saja klo mau pake konten dan promo dibikin slide bergerak saja kaya aplikasi yang lain,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
5210,pesanan sudah diset aplikator jadi pesanan tidak fair yang gacor jam tupo yang anyeb trip saja susah setengah mati kadang tidak tupo sampe jam malam lelah lebih baik pensi aja,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
5247,saya kecewa ama gopaylater gak pernah pake tapi harus bayar belinya saja di rm kelapa gading kapan saya makan enak gimana tidak ada respon sama sekali lebih baik gopay yang dulu daripada mab lebih baik saya tidak mau pakai gopay lagi mohon tindak lanjut kami,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
5266,good selama ini aplikasinya lancar dan jarang ada gangguan pengemudi nya juga baik baik sopan dan tidak macem macem,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
5277,kalau bisa untuk opsi batalkan pesanan lebih baik dihilangkan atau dinonaktifkan saat pesanan telah ditentukan menghindari kecurangan atau kejahatan yang terjadi pd driver spy tertera bahwa pesanan yang sudah terpesan tidak dapat dibatalkan spy tidak ada yang main,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
5279,kendala saya setiap mencari alamat sll tidak pernah sesuai titik lokasi kendala nya sll alamat tidak ditemukan padahal saya butuh banget untuk usaha jadi srg pk gosend at goshop pdhl ne aplikasi sudah di update mulu tp ttp sama,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
5480,hallo kk gopay saya tiba terpotong pembayaran apk inshoot padahal saya tidak pernah mendownload atau bahkan berlangganan tolong bantuannya untuk membatalkan transaksi terimakasih,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
5560,aplikasinya bagus lancar sistemnya tidak bikin hp lemot promonya kadang asik tpi drivernya males an ambil pesanan saya pernah pesan food pengemudi tidak jalan di chat tidak nanggapi alhamdulilah hubungi cs bentar lewat chat langsung dapet pengemudi lagi sand jga gitu lambat banget daper drivernya dan pada nolak pesanan ride pun jga,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
5571,mode hemat daerah ramai banyak yang uda terima otomatis lalu mereka tidak gerak menunggu penumpang membatalkan uud ini pak menteri nadiem,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
5593,performa bagus tapi agak kecewa dikit di mapgps kurang akurat kadang pengemudi nya tidak jalan jalan tapi tiba tiba sampe,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
5637,pengemudi tidak pernah mengecewakan ramah selalu sesuai pesanan,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
5647,sangat bagus dengan aplikasi ini ketika saya lapar bisa tinggal langsung pesan pakai go food jadi tidak ribet lagi deh,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
5649,sangat membantu saya sekali dlm belanja kirm barang pesen barang mudah sudah tu ongkirnya murah n tidak ribet sukses trs gojek indonesiaku like full,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
5673,aku suka amplikadi ini sangat berguna banget dimana saya butuh proses tidak lambat tidak ada iklan,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
5704,selama ini tidak ada kendala sih dan perna sekali ada kendala tapi bisa teratasi setelah kontak admin,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
5707,paket ribu cuma untuk gratis ribu tidak dpt di pakai kalau ada gratis ongkir terus apa beda nya dengan gratis ongkir k bagus tidak usah beli paket kalau gitu kenapa promosi makin buruk tolong hapus saja gofood nya kalau promosi gitu yg bagus dari gojek cuma transaksi game dan pembayaran lain,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
5715,lebih suka gojek jaman dulu sekarang pesen gofood nunggu dapat pengemudi nya hampir setengah jam belum lagi nunggu masak nya jadi tambah lambat kalo dulu dapat pengemudi dulu baru ke restoran langsung dan itu tidak lambat dapat pengemudi nya,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
5729,mudah diakses tapi saya menggunakan aplikasi punya teman kalau download sendiri ko susah sudah dicoba ulang tapi tidak bisa kenapa ya,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
5792,ketika pesan gofood makanannya tidak ada dan diganti menu lain dengan harga yang lebih murah seharusnya saldo gopay yang dipotong disesuaikan dong kecewa pakai gopay mending bayar manual,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
5821,bagus aplikasi yang berani tanggung jawab atas kesalahan sengaja maupun tidak,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
5970,apk gojek benar benar membantu karena mudah di gunakan dan praktis sangat di rekomendasikan untuk yang tidak ingin ribet dan juga banyak promosi di gojek lohh tunggu apa lagi ayo download gojek sekarang,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
6077,selama pake aplikasi gojek smua yang saya butuhin n mau jadi mudah tanpa harus kmana n nyusahin orang seeing jga sih d rekomendasiin aplikasi transportasi lain tpi saya lebih milih aplikasi ini ya selain tidak ngerti makek ny malas saja gitu ganti aplikasi yang sudah biasa dpakek sukses slalu gojek,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
6112,cuma mau kasih saran bisa tidak kalo kita mesen pulsa yang diprosesnya hampir jam itu ada menu batalkan karena kasian bngt yang bnr bnr urgent dan jauh dari konter pulsa dll,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
6155,apk sangat menyusahkan saya baru bagus up tadi siang trus tb tidak bisa dibuka suruh pasang pin lah padahal saya tidak mau pasang pin tapi tidak bisa alasan saya tidak mau karena itu no lambat dan jelas la tidak bisa karena tidak terkirim no verify nya sudah laporan kali sama saja alasan tidak jelas la katanya makan lah itu duit k anj,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
6163,sangat sangat membantu naik depan rumah sampai tidak ribet dari pada jalan ke depan jalan kaki untuk naik transportasi umum mending pakai gojek atau gocar simpel sangat membantu sekali,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
6174,sangat membantu tapi saya tidak bisa buka lagi karena harus di update dan ketika di update gagal terus ada yang bs bntu,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
6217,sikap pengemudi sangat sopan penjemputan juga tidak nunggu lambat,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
6261,wah bagus nih semua serba praktis serba simple serba gampang jadi tidak perlu susah ke pangkalan ojekke resto tinggal buka app gojek langsung kelar semua permasalahan tapi di sisi lain ni aplikasi bikin orang jadi mager kalo sudah mager jatohnya gendut orang gendut biasanya penyakitan kalo penyakitan ujungnya mati dini saya tidak install deh temen saya nawarin ojek gratis kok via wa kan sama saja online wkwk tks gojek,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
6290,sebelum saya sampai diresto saya selalu tanya pakbumbanon apakah pesanan sudah sesuai pasti selalu dijawab sudah sesuai pak dan pas sampai ke tujuan selalu saya suruh cek kembali pesanannya dan allhamdullillah tidak pernah ada kesalahan tapi kenapa saya dilaporkan bahwa saya mengantarkan pesanan yang tidak sesuai distruk belanja dasar pelanggan gada akhlak,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
6358,go pay later tidak bisa didaftarkan tanpa alasan jelas padahal di aplikasi lain normal aja cicilan jg sblm jatuh tempo sudah lunas apa karena kasus saldo gopay saya di hack dari tokopedia dengan santai pihak tokopedia bilang kesalahan saya padahal jelas keamanan e walletnya yang tidak beres buktinya saya msh bs login tp transaksi bs dari akun org lain tanpa verifikasi bs lolos lucu bos,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
6461,aplikasi ini sangat membantu apalagi selama pandemi covid kita di anjurkan tidak keluar rumah jadi aplikasi ini sangat membantu,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
6507,makin ke sini mala makin jelekk buka apk saja lodingnya lambat padahal sebelumnya lancar lancar ajaa,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
6513,sangat berguna mudah di aplikasinya dan upgrade nya tidak lambat yu buruan dwonload teman teman,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
6665,jujur aplikasi ini jauh lebih rapi nyaman dan lebih baik di banding kompetitor walaupun masih ada cacat yang masih bisa di maklumi cuman ya itu harga terlalu amat sangat mahal vs kompetitor dengan rute yang sama seakan tim gojek bilang lu tidak pilih wa tidak papa yang lain masih banyak pakai wa dan brati lu bukan klas wa terkusus untuk saya pribadi perbedaan rb dengan rute yang sama sekali jalan cukup berasa minimal x trip sehari di kompetitor dapat x trip sehari,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
6670,setelah baca komenan ternyata tidak sendirian wkwk kirain sudah ada peningkatan ternyata belum pengemudi masih ada yang sesuka hati kalo nerima pesanan di lamain padah sudah nunggu menit di chat lagi baru jalan bilangnya saya sudah di jalan tapi tidak gerak di tambah apk nya suka motong saldo org tbtb dengan noted pengeluaran gaya hidup di cek lah gaada ikut langganan apa yang terncantum di gopay tapi malah ken potongan tiap bulan hpir k gaya hidup apa woilah pake apknya saja cuma buat pesen ojl,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
6821,parah sekarang voucher gofood toko tidak otomatis kepasang jadi tidak bisa pake voucher padahal yang bikin betah yang gara bisa pake voucher gofood sekaligus semoga segera ada perbaikan dan diubah kayak sebelumnya,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
6849,tolong titik jemput dan anter sesuai jika tidak sesuai tolong kasih noted atau patokan yang gampang dicari kalo susah juga coba berbaur sama tetangga biar tetangga tau nama anda kalo ditanya heheh,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
6876,harus di stabilkan sesuai perintah pusat dan pengalaman yang potensial dan mengemudi paham jalan dan ahli dalam semua kondisi yang sedang beraktivasi di jalankannya penting inti agar di jauh kan dari keluhan yang fatal dan non fatal di pengguna dan pemakai aplikasi ini salam semangat lurus saja secara naluri kita,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
6891,aplikasi ini sangat membantu apalagi buat yang tidak mau ribet soal transportasi gojek adalah jawabannya pertahankan terus kalau bisa ada layanan belanja seperti pakaian trims,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
6901,setelah di update tidak ada masalah seperti yang lain pada tidak bisa login dll tapi tetep masih suka sama versi awal gojek yang kalau masukin voucher tidak ribet menu voucher nya keliatan trus bisa nebak voucher nya apa tapi yaa sudahlah sekarang sudah gada promosi gratis ongkir lagi syedihh dehh,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
6917,sudah kali pesan go send tapi kenapa tidak jalan jalan yang pertama minta batalkan pesanan yang kedua dibatalkan dan yang ketiga sudah menunggu setengah jam tidak datang datang jemput barang tanpa komunikasi,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
6995,kenapa saya isi saldo gopay sudah sukses tapi di aplikasi tidak ada saldo yang masuk alias tetep rp kalo gini kan saya jadi ngerasa rugi,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
7014,kenapa setiap pesan gofood selalu besar biaya jasa aplikasi sebelum ada versi terbaru gojek biaya aplikasi hanya ribu kenapa sekarang makin naik bahkan biaya aplikasi lebih besar dibanding ongkir setidaknya jika ada diskon jgn nanggung nanggung ngasi diskon cuma seribu pembayaran juga harus pakai gopay jika tidak ada gopay tidak mendapatkan diskon makin kesini makin aneh aja saya sebagai pengguna apl gojek jadi sedikit kecewa,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
7042,selamat pagi gojek nih napa ya mau daftar eh otp nya belum terkirim nomor aku exist memang tidak bisa ya exist tolong perbaikan dari otp nya dari tadi aku nunggu otp tidak bisa,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
7043,sekarang mau cek gopay saja ribetnya minta ampun kebanyakan loading dan lemot pdhal tidak ada masalah sama kuota saya buka youtube saja tidak lemot tpi pas malah buka gojek lemotnya melebihi keong,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
7051,pesan makanan nunggu menit belum dikerjakan dengan alasan dari resto belum dapat driver alasan dari pengemudi sistem berubah padahal banyak pengemudi online mau bintang resto dan pengemudi jelas ini bukan kesalahan mereka gojek petingginya sudah tidak beres potongan banyak kasihan para resto dan driver semoga yang diperjuangkan di dpr didengar petinggi gojek karena potongan yang terlalu sadis,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
7083,sejak di kepalai andre pembagian pesan sangat tidak adil kalau tidak bisa mensejahterkan pengemudi lebih baik mundur terutama untuk para it ingat status mitra bukan pekerja jadi jangan memaksa pengemudi mengambil semua order dan untuk pesan baru masuk dan langsung dicancel harap tidak dinilai sebagai kesalahan pengemudi,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
7087,dengan go jek murah simple and cepat dari pada anglot ngetem lama kalau hujan pake go car sangat praktis no ribet,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
7102,pesanan dibatalin voucher ikut hilangg tidak jelass pesanan dibatalin gara tidak dapat driver,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
7117,abis di update malah lebih sering eror padahal jaringan sudah bagus tapi tidak bisa mesen di layar tertulis ada kesalahan mohon di tinjau kembali,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
7162,pengemudi ramah dan utuk alamatnya pas jadi tidak bingung ketika memilih lokasiyang dituju,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
7223,aplikasi nee sangat membantu saya kmn saja dengan mudah aman dan nyaman sehingga saya dan keluarga tidak khwatir wlau rumah atau tempat tujuan jauh dri angkutan umum karena ada go jek dan go ride yang siap mengantar semoga semakin jaya keluhan saya npa sih drive go jek sering batal pesenan go food se enk ny tlong dong d perbaiki,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
