index,text,old_label,new_label,confidence,reason
12898,aplikasi yang sangat membantu aktivitas terimakasih cuma saran aja jangan terlalu mahallainnya oke,positive,negative,high,Strong negative (score:-5.2)
12902,diskon gofood tidak bisa digunakan sudah pasang diskon pilih metode gopay waktu di klik buat pesanan berubah menjadi bay...,negative,neutral,medium,Neutral (score:-1.6)
12903,untuk transaksi transfer bank aplikasi ini tidak bagus terlalu lambat waktu proses transfer ke bank bisa hari jadi saya ...,negative,neutral,medium,Neutral (score:-1.0)
12907,sangat membantu untuk perjalanan dan berpergian,positive,negative,medium,Negative (score:-2.6)
12917,makin mahal malah ternyata kadang lebih murah ojek pengkolan,neutral,negative,medium,Negative (score:-2.0)
12918,awalnya bagus sekarang lebih mahal dari jasa serupa,negative,neutral,medium,Neutral (score:1.0)
12921,bagus sudah banyak membatu mmbuka lapangan pekerjaan tpi saat apk error jangan drivernya yang d kasih peringatan harusny...,negative,neutral,medium,Neutral (score:1.0)
12922,sangat baik bagus saya suka cara daftar gopay plus nya cepet dikonfirmasi terima kasih gopay gojeek suskses terus yaa,positive,negative,high,Strong negative (score:-5.2)
12928,sering sekali dapet pengemudi yang asik kayak bg agli,positive,neutral,medium,Neutral (score:1.3)
12935,aneh sih untuk harga gofoodnya rincian sebelum pesen dan setelah pesen beda yang awalnya ongkirnya rb berubah jadi rb bi...,neutral,negative,medium,Negative (score:-3.0)
12937,sekarang ribet mau masuk lagi buat download aplikasi ini karena dulu penrha aku hapus skr harus pakai link waktu cuma me...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
12938,gopay later di blokir padahal saya tidak ada tunggakan awalnya gopay pinjam diblokir dengan alasan robot padahal saya ti...,negative,neutral,medium,Neutral (score:-1.0)
12940,pas saya mudik kepemalang kenapa belum ada gojek cuma ada grab padahal saya sehari d semarang pake gojek akhirnya mau ti...,positive,neutral,medium,Neutral (score:1.0)
12948,tolong kepada admin aplikasi gojek segera ditindak lanjutin permintaan saya untuk upgrade gopaynya saya mohon segera di ...,positive,neutral,medium,Neutral (score:1.0)
12957,ini yang kesekian kalinya pakai aplikasi gojek tarifnya agak mahal juga sih ya tapi tidak apa deh yang penting bisa tepa...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
12961,limit gopay later di blokir padahal tidak pernah telat cicilan selalu lancar percuma naik limit tapi tidak bisa dipakai ...,negative,positive,medium,Positive (score:2.0)
12963,hey hey hey ini kenapa malah jadi sering force close ya android versi terbaru padahal sinyal juga bagus,positive,negative,medium,Negative (score:-3.0)
12974,suka crash pas pesan gofood,neutral,positive,medium,Positive (score:2.0)
12979,buat customer klu pesan jangan double orther kasian klu sudah jemput yang dijemputnya kaga ada setidaknya bantu batal,negative,positive,medium,Positive (score:2.0)
12986,kepada pengembang aplikasi kenapa setelah update saya rasakan vitur menunya semakin rumit ya kalau bisa ketika update ke...,neutral,negative,medium,Negative (score:-2.0)
12995,pelayanan nya sangat bagus dan cepat mentranfer uang kinerja nya baik dan progesional bravo gojek maju trus semoga menja...,positive,negative,medium,Negative (score:-2.6)
13000,sekarang klo pesan go food tidak ada voucher potongan lagi ya jadi totalnya mahal,neutral,negative,medium,Negative (score:-2.0)
13004,maaf ya saya kasih bintang pelayanan sangat buruk mengecewakan saya butuh aplikasi go jek sekedar untuk isi gopay saja u...,negative,positive,high,Strong positive (score:17.1)
13009,sangat bagus namun hari ini saya tidak bisa membuka aplikasi ini kenapa yaa alasannya saya coba membuka akun saya di dev...,positive,negative,medium,Negative (score:-3.9)
13011,sebenarnya gojek sangat membantu tapi kadang pengemudi nya itu kayak sesuka suka nya sendiri ini pengalaman saya jadi sa...,positive,neutral,high,"Mixed sentiment (pos:1, neg:2)"
13015,pas belum klik pesanan harganya k tapi pas sudah klik pesanan malah k tidak konsisten dalam harga cukup kecewa karena ha...,negative,positive,medium,Positive (score:3.0)
13017,ingin komplain perihal oknum pengemudi sangat susah sekali call center tidak dapat dihubungin lapor via email tidak dire...,negative,positive,medium,Positive (score:3.2)
13030,promosi yang otomatis terpasang bukannya promosi yang besar malah promosi yang kecil tidak efektif bgt sama saja bohong ...,negative,positive,medium,Positive (score:2.0)
13031,terimakasih gojeg sudah banyak membantu saya dalam menyediakan aplikasi dan transportasinya perjalanan jadi lebih mudah ...,positive,negative,medium,Negative (score:-2.0)
13033,agak kecewa dengan aplikasi gojek pesan satu yang masuk dua udah di batal satu tapi tidak masuk di pengemudi nya aplikas...,negative,neutral,high,"Mixed sentiment (pos:1, neg:2)"
13034,aplikasi sudah bagus tapi masih terdapat kesalahan sistem sehingga beberapa transaksi terjadi kesalahan berujung hilang ...,neutral,positive,medium,Positive (score:3.0)
13040,sangat mengecewakan sekali padahal saya sering pakai aplikasi ini dan saya suka tapi tiba tiba tidak bisa melakukan peme...,negative,positive,high,Strong positive (score:8.0)
13043,sangat membantu untuk pengiriman barang tidak perlu pakai karyawan tetap jadi lebih hemat,positive,negative,medium,Negative (score:-2.6)
13044,harus nya walaupun pembeli dapat gratis ongkir oom gofood nya juga jangan di kasih rb dong padahal dia ngantar lumayan j...,positive,negative,medium,Negative (score:-2.0)
13056,saya pelaggan setia gojek hampir stiap hari saya menggunakan aplikasi ini saya kecewa dengan gojek versi baru ini kenapa...,negative,neutral,medium,Neutral (score:-1.0)
13060,sangat bermanfaat di jawa timur tetapi aplikasi masih sering error mohon tambahkan fitur telpon gratis antar pengemudi d...,positive,negative,medium,Negative (score:-2.6)
13065,aplikasinya bagus drivernya saja ada yang ngeyel saya pernah distopin jauh dri rumah gara ngak mau motornya kotor,neutral,positive,medium,Positive (score:3.0)
13068,maaf ya aku kasih bintang soalnya salah satu dari pengemudi gojek ada yang tidak sopan bicaranya bahkan sampai mengeluar...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
13071,baru mau kasih reting bintang karena merasa terbantu banget bln kemaren pake gopaylater yang bisa dicicil ampe kali wah ...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
13072,aplikasi apa ini sangat buruk kejam banyak sekali pemotongan penghasilan dipotong ditambah biaya admin bagi instansi ter...,negative,positive,high,Strong positive (score:4.8)
13073,bagus sangat membantu tapi tolong untuk mempermudah si drivernya gpsnya di akurat kan kembali mana untuk mobil dan mana ...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
13076,pantesan nyari pengemudi harus menunggu lebih dari jam ternyata orderannya di tahan buat pengemudi jarak dekat sedangkan...,negative,neutral,medium,Neutral (score:1.0)
13082,aplikasi sudah bagus hanya saja menurut saya gps tidak akurat padahal sudah mengaktifkan gps hp tapi alamat tidak terdet...,neutral,positive,high,Strong positive (score:4.8)
13093,gimna nih gojek tidak bisa ngasih solusi uang juta lenyap entah kemana padahal pembayaran berhasil padahal sudah ikuti s...,negative,positive,medium,Positive (score:3.9)
13100,maaf bintangnya saya turunin karena beberapa kali pesen gofood drivernya tidak bergerak dan tadi naik go ride si pengemu...,negative,neutral,medium,Neutral (score:-1.3)
13104,aplikasi bagus cuma banyak kali iklan notifikasi,neutral,positive,medium,Positive (score:3.0)
13108,menyesal banget sudah pakay gopay tidak bisa dipakay suruh upgrad sudah diupgrad semingguan pantengin ini az tidak juga ...,negative,neutral,medium,Neutral (score:-1.3)
13112,aplikasi nya bagus harga makanan nya juga lumayan murah tapi apk ini memilih lokasi kadang asal jadi gitu ya,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
13113,sering gangguan bagus up kadang hari baru masuk,positive,negative,medium,Negative (score:-3.0)
13122,tolong perbaiki lagi update yang trbaru aplikasi ini soalnya agak berat ram memori dengan updatean yang trbru ini,positive,neutral,medium,Neutral (score:-1.0)
13134,ya cukup bagus cuma kalo lagi hujan kdg gamau ada yang nerima padahal mau brangkat jam itu juga alhasil telat sekolah pa...,neutral,positive,medium,Positive (score:3.0)
13138,pelayanan terhadap costumer sangat memberi kepuasan tersendiri untuk costumer dari pengemudi sendiri sangat bersifat ram...,positive,negative,medium,Negative (score:-2.6)
13139,aplikasi yang baik dan sangat membantu terimasih biat drivernya dan gocar,positive,neutral,medium,Neutral (score:1.3)
13140,transaksi nya cepat sayang upgrade nya lambat belum diterima belum ada keterangan diterima atau ditolak,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
13144,pengalamn saya kadang kadang ojek sering bercerita masalah klgnya saya senang saja dengrinya kadang kadang memberikan so...,neutral,positive,medium,Positive (score:3.0)
13145,sangat membantu berharap selalu ada pembaruan untuk lebih maju dan bermanfaat,positive,negative,medium,Negative (score:-2.6)
13146,semoga menjadi lebih baik lagi,positive,negative,medium,Negative (score:-3.0)
13147,sejak go food pengemudi antar pesanan arah yang sama ke konsumen waktu terima lebih lama sementara ongkir nya tetap haru...,neutral,negative,medium,Negative (score:-2.0)
13150,saya kurangi bintangnya karena tidak sesuai gop pinjam saya pertama lancar setelah limit naik di sayangkan tidak bisa di...,neutral,positive,medium,Positive (score:2.0)
13153,beberapa hari memakai apk ini terkadang suka nge blank tanpa sebab tiap ku itung menit sedang memesan makanan tiba ngebl...,neutral,positive,medium,Positive (score:2.0)
13160,baru pake aplikasi ini belum pernah ada kendala maupun problem dengan driver so far is good smoga makin oke dan inovatif,positive,negative,medium,Negative (score:-2.0)
13162,kenapa kode otp saya mau login susah didapatkan padahl jaringan bagus menghapus data cace juga sudah saya lakukan mohon ...,neutral,negative,high,Strong negative (score:-5.0)
13163,klo bisa jarak jauh poin utk pengemudi ditambah karena rata klo jauh pengemudi tidak mau ambil order karena klo jauh mot...,positive,neutral,medium,Neutral (score:-1.0)
13166,tolong ini aplikasi kenapa ya setiap mau masuk aplikasi pasti tidak menanggapi tolong perhatian dan penjelasannya thanks,neutral,positive,medium,Positive (score:2.0)
13170,sangat mudah mengakses aplikasi bersama go jek semua jadi lancar,positive,neutral,medium,Neutral (score:0.0)
13173,percuma ada go food kalo pas ujan tidak ada yang ambil pesanan lebih baik gojek tuh bikin atribut skalian sama jas ujan ...,neutral,positive,medium,Positive (score:3.0)
13179,banyak dapet voucher tapi kenapa terkesan setengah hati banget ya ngasih nya voucher food tpi yang ke potong cuma ongkir...,positive,negative,medium,Negative (score:-2.6)
13182,jujur dengan adanya layanan transportasi online ini kita jadi mudah dalam menjalani aktivitas tapi sinyalnya yang sering...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
13184,giliran dapet diskon setengah harga pada tidak mau giliran ada lambat nunggu nya,neutral,negative,medium,Negative (score:-2.0)
13190,sangat tidak puas isi saldo gopay via bank saja tidak masuk masuk bagaimana ini harus nunggu x jam lagi tidak sesuai exp...,negative,neutral,medium,Neutral (score:0.0)
13191,yang saya suka dari gojek ialah cepatnya penanganan keluhan customer saya pernah x kali mengalami kendala dan dapat dise...,positive,negative,high,Strong negative (score:-7.8)
13197,aplikasi saya suka eror tidak bisa chat hanya bisa sms dan telepon,neutral,positive,medium,Positive (score:2.0)
13207,dear diary kesal deh pas kalo tau ada kastamer yang pesen gobox ehh taunya gopay nya kurang hiks atau pas mereka diminta...,positive,neutral,high,"Mixed sentiment (pos:1, neg:2)"
13210,aplikasi yang sangat bagus dan membantu sekali semoga lebih ditingkatkan lagi dan lebih banyak lagi promonya,positive,negative,high,Strong negative (score:-8.0)
13213,sangat mengecewakan selalu jadi konsumen dengan rating bagus tapi tiba aplikasi tidak bisa digunakan ada email muncul ap...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
13215,senang pakai aplikasi ini tapi terkadang mep aplikasi nya tidak sesuai tapi ada nya aplikasi ini sanggat membantu kita y...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
13219,pengemudi nya sekarang pada malas malas banget pesanan lambat pick up nya apa lagi ambil fitur hemat sering teman kejadi...,neutral,negative,medium,Negative (score:-2.6)
13222,tolong dong pihak gojek di perbaiki lagi masa abis update sinyal jaringan bagus tau pesanan ilang sedangkan pengemudi su...,positive,negative,medium,Negative (score:-3.0)
13224,sekarang gojek tarif nya mahal jarak deket saja hampir an padahal dulu tarif nya murah,positive,negative,medium,Negative (score:-2.0)
13227,pengemudi go jek sekarang banyak alasan nya bilang jauh tapi pas di liat d aplikasi posisi nya dekat lagian jadi go jek ...,negative,positive,high,Strong positive (score:4.8)
13235,sangat membantu sekali disaat mager,positive,negative,medium,Negative (score:-3.2)
13240,buat aplikasi nya bagus sih sangat bermanfaat tapi selalu ada iklan gojek di galeri yang muncul banyak banget jadi risih...,neutral,positive,high,Strong positive (score:4.8)
13241,aplikasi gojek sangat membantu yang membutuhkan transportasi cepat,positive,neutral,medium,Neutral (score:0.0)
13247,tidak sengaja kepencet belum ada sedetik gabisa di batal,negative,positive,medium,Positive (score:2.0)
13249,sangat bagus sekali sangat membantu banget,positive,negative,high,Strong negative (score:-9.5)
13263,upgrade kegopay plus tidak sampai menuunggu lambat hanya beberapa menit langsung keuprgrade gopay plus terimakasih,negative,positive,medium,Positive (score:2.0)
13271,good sangat membantu tetapi promosi discountcashback sedikit,positive,negative,medium,Negative (score:-2.6)
13273,sebelumnya pembayaran ke akun google lancar saja namun sejak saya menghentikan pembayarann berlangganan akun google samp...,neutral,positive,medium,Positive (score:2.0)
13275,jangan sering update dong masa bentar bentar tidak bisa d pake harus perbarui mulu kan ngabisin ram kl keseringan pembar...,neutral,negative,medium,Negative (score:-2.0)
13279,selama saya pakai belum pernah kecewa sih rekomendasi bgt cuma waktu jemput dan respon pengemudi kadang lambat selebihny...,negative,positive,high,Strong positive (score:4.0)
13286,penyelasain nya lambat dari dulu da bikin laporan baru sekarang selsai eeh malah ada lagi saja malah tidak bisa di pake ...,negative,neutral,medium,Neutral (score:1.0)
13289,sangat buruk sistem pencarian drivernya dan kebanyakan drivernya manja order goride jmput anak sekolah pas dapat pengemu...,negative,neutral,medium,Neutral (score:1.3)
13293,kenapa semakin hari semakin tambah buruk ya aplikasi dan layanan gojek ini sudah sering tidak bisa digunakan untuk fitur...,positive,negative,medium,Negative (score:-3.0)
